organic_formula,organic_concentration,organic_temperature,organic_soak_time,organic_ph,organic_curing_time,Model_Predicted_Adhesion,True_Adhesion,Adhesion_Error,Model_Predicted_Coverage,True_Coverage,Coverage_Error,Model_Predicted_Uniformity,True_Uniformity,Uniformity_Error
27.0,2.1,40.0,250.00002,10.0,30.0,1.399963,1.40126,-0.0012969787216186024,3.6300592,3.6285744,0.0014848422485349566,0.20714557,0.20798859,-0.0008430182913208017
26.0,5.0,40.0,160.0,10.0,60.0,1.5424544,1.543598,-0.0011436380844116467,3.5989304,3.599139,-0.00020864111328133816,1.5754774,1.5721924,0.003284961679077103
30.0,4.9,35.0,300.0,8.5,60.0,1.2251544,1.224901,0.0002533998718261543,3.2445006,3.2447715,-0.00027086294555678236,2.6343672,2.6381133,-0.0037460724456788164
30.0,5.0,35.0,240.0,9.0,60.0,1.1105689,1.1110563,-0.00048741896514892247,3.3375714,3.337636,-6.461747741681734e-05,2.5545113,2.556349,-0.0018376913299560371
30.0,4.6,40.0,30.0,9.0,60.0,1.5800778,1.5802326,-0.0001548326278686396,4.1855884,4.1856947,-0.00010634016723631845,1.0659963,1.0651604,0.0008358892532349671
30.0,4.5,40.0,30.0,9.0,50.0,1.4674412,1.4681296,-0.0006883987899779509,4.1296144,4.130194,-0.0005796468200687244,0.9458131,0.9425361,0.003277019411468518
30.0,5.0,40.0,10.0,8.0,55.0,1.2942123,1.2942857,-7.335869140634443e-05,4.14877,4.1468573,0.0019125554992678317,1.1658163,1.1571428,0.008673507067871178
30.0,4.7,40.0,100.0,9.0,50.0,1.4510154,1.4511185,-0.00010314679718015363,4.096436,4.0955834,0.0008526237121584401,1.2161255,1.2206398,-0.0045143117187500525
30.0,3.3,40.0,290.0,8.0,60.0,2.257549,2.258057,-0.0005079525299072074,3.804731,3.804636,9.489218139657751e-05,1.1422588,1.1422609,-2.136686706455393e-06
30.0,1.7,40.0,280.0,9.0,60.0,2.4658527,2.463828,0.0020247374267579055,3.699727,3.6997533,-2.6241589355269213e-05,0.6547382,0.6507289,0.004009287789916938
30.0,4.6,35.0,300.0,8.5,60.0,1.3218955,1.3215107,0.0003847801559448971,3.241397,3.2413354,6.150399169913001e-05,2.4754539,2.4793665,-0.003912646392822072
30.0,4.8,35.0,290.0,9.0,60.0,1.2449129,1.2452033,-0.000290437222290052,3.2888591,3.2886896,0.0001695289520262655,2.592443,2.5907516,0.001691389349365302
24.0,1.7,40.0,20.0,4.0,60.0,1.6413887,1.6367577,0.004630954708862323,3.1151965,3.1179771,-0.0027806335540772054,-0.38658345,-0.39360648,0.0070230325436401175
30.0,1.2,40.0,300.0,9.0,60.0,2.5147924,2.5142982,0.0004942423217775271,3.5984712,3.5992212,-0.0007500352966309798,0.5832671,0.58760935,-0.004342257295227081
6.0,5.0,30.0,250.00002,8.5,30.0,-0.72086847,-0.72209424,0.0012257717153930647,0.036177635,0.034920916,0.0012567191928710905,1.5914485,1.5896324,0.0018161454559326717
9.0,3.3,25.0,190.0,4.5,55.0,0.32612038,0.3260018,0.00011857658691405426,0.12299824,0.12315528,-0.0001570423901367246,1.1650177,1.1665691,-0.0015513759628296153
29.0,1.2,40.0,300.0,5.5,60.0,2.4889455,2.4896135,-0.0006680158386229706,3.265152,3.263042,0.002109977539062502,0.3329187,0.3271073,0.005811403556060801
5.0,4.5,30.0,260.0,9.5,20.0,-0.90013826,-0.9014909,0.0013526410659789878,0.12252879,0.122179225,0.0003495664276123023,1.2564528,1.254403,0.0020497988433838543
30.0,5.0,40.0,110.0,9.0,60.0,1.5566478,1.5573399,-0.0006921224426270634,4.1130657,4.1125126,0.0005531196044925579,1.5064019,1.5071427,-0.0007408035232543408
29.0,4.8,40.0,30.0,5.5,25.0,0.93072784,0.9315229,-0.0007950605300903746,3.8394175,3.837741,0.0016764575805665594,0.84479535,0.8435348,0.0012605462600707718
30.0,4.6,40.0,100.0,8.5,10.0,0.72552705,0.72582376,-0.00029671188903812595,3.9899037,3.9905467,-0.0006430115692137583,0.7725257,0.77703226,-0.0045065322511291805
30.0,4.8,40.0,100.0,8.5,10.0,0.66264445,0.6622503,0.0003941458961487232,3.99198,3.9932957,-0.001315624163818363,0.8839247,0.88198864,0.0019360826715087986
30.0,4.5,40.0,10.0,9.0,60.0,1.5826801,1.5838734,-0.0011932938369751955,4.202203,4.2028446,-0.0006418030639645522,0.9629822,0.95685136,0.00613081773437496
30.0,1.3,40.0,300.0,8.0,60.0,2.5100846,2.509821,0.00026362905883781096,3.546821,3.546402,0.00041911740112299256,0.53814846,0.5399127,-0.0017642372276306384
30.0,4.3,25.0,300.0,9.0,60.0,0.8026576,0.8024488,0.00020880421752933476,2.268959,2.2687757,0.00018334541015629924,3.0875497,3.0857143,0.0018353864318849666
30.0,4.0,30.0,300.0,9.0,60.0,1.0831788,1.0829539,0.0002248586212159065,2.7072291,2.7070928,0.0001363374206544421,2.6862736,2.687156,-0.0008824251708983155
30.0,4.9,40.0,60.0,9.0,60.0,1.5242745,1.5239677,0.00030676842193599896,4.1596684,4.160313,-0.0006445544128421687,1.3099563,1.309621,0.00033531217956550563
11.0,4.0,30.0,280.0,3.0,60.0,0.6073615,0.6073269,3.459549484252644e-05,0.16672897,0.16672334,5.6333886718773485e-06,1.4796501,1.4797338,-8.366019134520286e-05
30.0,2.6,40.0,250.00002,9.0,55.0,2.180807,2.1798732,0.0009339136474610932,3.8649645,3.864883,8.14851684571849e-05,0.76414084,0.76141167,0.0027291743450927886
13.0,3.4,40.0,260.0,5.0,55.0,1.5770336,1.5770363,-2.6610458374598522e-06,1.3695459,1.3682876,0.001258336584472719,0.39201212,0.3856855,0.006326619293212876
13.0,5.0,40.0,290.0,6.0,55.0,1.1294879,1.1292927,0.0001951721237183346,1.2446654,1.2443246,0.0003407842926026472,1.1714061,1.1719102,-0.0005040501358031246
30.0,5.0,40.0,300.0,9.0,55.0,1.6480058,1.6465712,0.0014346431625367195,3.9643953,3.9591432,0.005252084652709765,1.9647751,1.9658569,-0.0010818145507811572
15.0,2.6,30.0,250.00002,7.0,55.0,0.85626125,0.8570688,-0.0008075466430663703,1.0204365,1.0203209,0.00011562534484865772,1.2728232,1.2718552,0.0009680145309447497
30.0,1.4,40.0,290.0,9.0,60.0,2.4939125,2.4939196,-7.141580200098474e-06,3.6425562,3.6427298,-0.00017360950927747254,0.6052275,0.6045189,0.0007085703979492486
30.0,2.3,40.0,290.0,9.0,60.0,2.4215932,2.4214997,9.348923950192045e-05,3.7728152,3.772613,0.00020222750854470561,0.8495867,0.85247815,-0.002891424765014694
30.0,4.8,25.0,300.0,8.0,60.0,0.64836174,0.64833397,2.7772496490441334e-05,2.2094285,2.2090838,0.0003447488128660581,3.2764091,3.2715454,0.004863749169921938
30.0,4.6,40.0,300.0,8.5,60.0,1.943073,1.9426217,0.00045133428649912766,3.89046,3.891335,-0.0008749856567384917,1.8046639,1.801589,0.0030748965606688383
30.0,1.5,40.0,300.0,8.0,60.0,2.501398,2.5012245,0.00017358654785137873,3.5794797,3.5793881,9.159436645500563e-05,0.5820693,0.58714294,-0.005073662236633303
30.0,4.4,30.0,300.0,8.0,60.0,0.9707667,0.97103804,-0.0002713168440247049,2.6512268,2.6517534,-0.0005266410430908586,2.8064568,2.8095758,-0.0031189957244874833
29.0,0.8,40.0,290.0,5.5,60.0,2.4722056,2.472483,-0.00027736111450193945,3.2097518,3.2067516,0.0030002444061278943,0.22511315,0.22389624,0.0012169134576416052
27.0,5.0,40.0,290.0,10.0,60.0,1.7176485,1.7168454,0.0008031061645508153,3.627592,3.6281621,-0.000570013208007758,1.993124,1.9929361,0.00018790817871083831
30.0,5.0,40.0,290.0,7.5,60.0,1.7927154,1.7936453,-0.0009298697402955192,3.8369787,3.8364532,0.0005254739349367377,1.9196565,1.9182017,0.0014548151214599514
30.0,0.8,40.0,290.0,8.5,60.0,2.5030837,2.5027938,0.0002899059020995409,3.5027702,3.50114,0.0016301854705811358,0.44471705,0.4441626,0.0005544495986938291
30.0,4.5,40.0,300.0,8.5,60.0,1.9735059,1.9731591,0.00034675460662847435,3.889162,3.8892732,-0.00011113640136706238,1.7479662,1.7504227,-0.002456529689025988
30.0,1.8,40.0,290.0,8.5,60.0,2.4683022,2.4681416,0.00016064990844721905,3.670758,3.6706526,0.00010540895690924756,0.67909425,0.67156786,0.007526394970550521
27.0,2.5,40.0,300.0,10.0,60.0,2.3418162,2.3416042,0.0002119869049073131,3.535368,3.5346758,0.0006921656982421531,0.9518023,0.9501303,0.0016720133277893234
8.0,3.2,35.0,280.0,6.0,60.0,1.1271092,1.1275398,-0.00043063003997811933,0.38773465,0.3882566,-0.0005219484344482495,0.9777555,0.96938443,0.00837105696517948
15.999999,3.2,40.0,150.0,9.0,30.0,1.0428978,1.0430862,-0.00018837952728278928,2.1249626,2.1251245,-0.0001619317169190282,0.058214188,0.05673135,0.0014828376220703127
30.0,4.6,40.0,210.0,9.0,60.0,1.822439,1.8223016,0.00013735530700675902,4.0130486,4.012788,0.00026064883422893814,1.5794702,1.5794461,2.4057623291051655e-05
13.0,3.4,40.0,100.0,5.0,60.0,1.3327093,1.3310266,0.001682712438964895,1.5650176,1.5662186,-0.0012010190139770671,0.067796946,0.06689243,0.0009045155718994113
30.0,5.0,40.0,10.0,7.0,55.0,1.2301184,1.2299999,0.00011849389801033006,4.1155567,4.116,-0.00044328308105434644,1.1306796,1.1249999,0.00567970739135748
12.0,2.8,40.0,300.0,5.0,40.0,1.3513688,1.3511688,0.0001999849044800328,1.3396981,1.3395022,0.00019587624816885807,0.06460273,0.05672708,0.007875652658386231
27.0,3.3,35.0,300.0,8.5,45.0,1.1001166,1.1001139,2.710527038596311e-06,2.9716802,2.9720163,-0.0003361356628417411,1.5423371,1.5440631,-0.0017260400253296115
27.0,5.0,40.0,290.0,9.5,60.0,1.7146935,1.7149243,-0.00023075370483405244,3.5943594,3.593778,0.0005813978881836768,1.9627787,1.9585272,0.004251487477111793
30.0,5.0,35.0,300.0,8.0,60.0,1.1915103,1.1903174,0.001192919709777751,3.208823,3.2100005,-0.0011775343780517922,2.6559284,2.6577778,-0.0018494266632078649
26.0,5.0,35.0,300.0,10.5,60.0,1.0910921,1.0905576,0.0005345096801758764,2.9217758,2.9220698,-0.0002939821289063005,2.683878,2.6808321,0.0030458449462891224
30.0,5.0,30.0,300.0,8.5,60.0,0.78059614,0.78103167,-0.00043553295318599083,2.6944163,2.6950002,-0.0005839154388427303,3.1554275,3.1594446,-0.004017144097900438
13.0,4.6,35.0,290.0,6.0,60.0,0.84967107,0.85002637,-0.0003553041926575018,0.84097505,0.84042156,0.0005534861578369021,1.6493441,1.6486934,0.0006506866470337158
30.0,0.3,40.0,300.0,9.0,60.0,2.5053005,2.5042524,0.0010481218505860035,3.4264834,3.4239817,0.0025016927154539736,0.4267494,0.42623913,0.0005102782450866483
30.0,3.0,40.0,300.0,9.0,55.0,2.1655397,2.1656885,-0.00014875848388662405,3.8677633,3.8675146,0.0002486808685304709,1.0460323,1.0387435,0.0072888095321654855
26.0,3.1,40.0,300.0,11.0,60.0,2.2177148,2.2176986,1.6186529541162287e-05,3.5273032,3.5280347,-0.0007314811584473446,1.2157263,1.2017672,0.01395905637054451
26.0,0.3,35.0,290.0,10.5,55.0,1.6399856,1.6409788,-0.0009932386291504613,2.5933092,2.5912726,0.002036564047241285,1.0136907,1.0184002,-0.004709489932251065
26.0,3.1,35.0,300.0,11.0,60.0,1.6091613,1.6094611,-0.00029984225616463966,2.9335287,2.933207,0.00032166172790537573,1.8561709,1.8588552,-0.0026843072845459393
30.0,5.0,35.0,190.0,9.0,60.0,1.0434577,1.043815,-0.00035725349426263264,3.3856568,3.3856654,-8.566351318517462e-06,2.4123678,2.413492,-0.001124179260254099
9.0,4.1,30.0,160.0,5.5,45.0,0.013786554,0.013427675,0.00035887933654785154,0.31483293,0.3140189,0.0008140257965087994,1.1945643,1.1909759,0.0035884424987793206
15.999999,2.9,30.0,300.0,10.0,60.0,1.0490817,1.0499908,-0.0009091168411254902,1.2534374,1.2543036,-0.0008662001358032967,1.7946819,1.8019915,-0.007309593299865691
11.0,4.9,35.0,40.0,2.5,35.0,-0.19355714,-0.19415192,0.0005947767886352595,0.722738,0.7220299,0.0007081275726318337,0.8855219,0.88512635,0.0003955387329102056
20.0,4.2,35.0,110.0,8.0,55.0,0.7933461,0.7932879,5.820700607295226e-05,2.171655,2.1714344,0.00022053965148938204,1.3183411,1.3188069,-0.0004657640213012737
30.0,4.7,40.0,90.0,9.0,60.0,1.6296809,1.6295519,0.00012897196350092344,4.129225,4.1296625,-0.0004377227783205484,1.289593,1.2886299,0.0009630813385008707
29.0,4.9,40.0,20.0,6.0,30.0,0.95678884,0.9568673,-7.846209030148987e-05,3.8625963,3.8613489,0.001247373422241349,0.91826284,0.91419077,0.004072069317321736
29.0,1.6,40.0,20.0,6.0,30.0,1.6139505,1.6146777,-0.0007272090484620186,3.6246595,3.6223168,0.0023427382690428544,-0.3801949,-0.38514063,0.0049457275799560385
30.0,5.0,40.0,210.0,9.0,60.0,1.6915992,1.6918225,-0.00022325016021729205,4.015972,4.0164533,-0.0004811625488283511,1.7930847,1.7928569,0.00022784063873282356
30.0,3.8,40.0,110.0,9.0,60.0,1.9088018,1.9087934,8.394052124049978e-06,4.0793314,4.079526,-0.00019460198974652343,0.90947866,0.90889215,0.0005865143981933496
30.0,0.5,40.0,300.0,8.5,60.0,2.5110178,2.5116014,-0.0005836006225585777,3.43655,3.431131,0.0054189019622801204,0.4199617,0.42097673,-0.0010150390972900603
26.0,4.8,40.0,300.0,10.5,60.0,1.7674632,1.7675021,-3.889275512691803e-05,3.5223024,3.5221741,0.00012828914489748655,1.9152644,1.9186672,-0.0034028319427490406
26.0,4.8,35.0,290.0,10.0,60.0,1.147941,1.1475158,0.00042519330902091035,2.9016337,2.9007208,0.0009129394714353367,2.514184,2.5110016,0.0031823981079099894
26.0,4.9,35.0,300.0,10.0,60.0,1.1248926,1.1246133,0.00027929243011470817,2.8900912,2.8899376,0.00015358080139149521,2.5916443,2.5928564,-0.0012121128906250611
15.999999,4.4,40.0,190.0,7.5,10.0,0.2382797,0.23794258,0.00033712027923585297,2.0645633,2.0645652,-1.925616455178414e-06,0.30496907,0.30272743,0.0022416423419189258
30.0,3.5,40.0,120.0,9.0,60.0,1.9908984,1.9913628,-0.0004644292572022479,4.0511885,4.0513654,-0.00017693106689442573,0.8120544,0.80758023,0.00447416567565917
30.0,4.7,40.0,190.0,9.0,60.0,1.7638577,1.7640345,-0.00017677771759028182,4.0335865,4.0336037,-1.7197924804257525e-05,1.5730816,1.5743442,-0.0012625874130249848
24.0,1.7,40.0,200.0,4.0,60.0,2.0950403,2.096068,-0.001027678649902164,2.8358514,2.8342333,0.0016181308929441585,0.010300636,0.014275238,-0.003974601708496095
12.0,1.1,35.0,280.0,4.0,55.0,1.3819549,1.3827089,-0.0007539916290282278,0.76980567,0.769353,0.00045266978454594486,0.39001572,0.38877892,0.0012368013211059847
30.0,2.1,40.0,290.0,9.0,60.0,2.4431405,2.4434237,-0.00028319325561509956,3.7471278,3.7469568,0.00017097137756350023,0.7880976,0.7912538,-0.0031561799896240306
30.0,3.0,40.0,219.99998,9.0,60.0,2.2241511,2.224388,-0.00023686550903301296,3.9153867,3.915219,0.00016767678833007338,0.8919103,0.894315,-0.0024046854400634476
30.0,3.2,40.0,219.99998,9.0,60.0,2.1874022,2.18747,-6.775161743144409e-05,3.9327812,3.9326284,0.00015281948242185095,0.9721656,0.97128284,0.0008827445642090037
4.0,1.4,25.0,20.0,5.0,15.0,-0.030335665,-0.029582243,-0.0007534217491455067,0.05277753,0.052968457,-0.00019092823718261376,0.1268903,0.12816852,-0.0012782182955932697
18.0,4.7,40.0,100.0,6.0,55.0,1.0648737,1.0637914,0.0010822953735352137,2.2695122,2.2693758,0.0001363765136717099,0.74976677,0.7452749,0.004491867024993934
3.0,0.2,35.0,210.0,5.0,60.0,1.2554569,1.2565424,-0.0010854755615234968,0.15491414,0.15555029,-0.0006361492987060624,0.22191894,0.21931565,0.002603290544128417
30.0,1.6,40.0,300.0,7.5,60.0,2.4948115,2.4949625,-0.0001509651184083971,3.5604167,3.5601938,0.00022289845581058287,0.5780765,0.57707,0.0010064818191528602
30.0,4.0,40.0,10.0,9.0,60.0,1.7242153,1.7240648,0.00015046908874505327,4.1854463,4.1856647,-0.00021843764038109725,0.7194215,0.71414006,0.005281445928039585
30.0,5.0,40.0,20.0,9.0,60.0,1.4368349,1.4363053,0.0005296313735962954,4.196926,4.1989655,-0.0020393830566405313,1.249665,1.2499999,-0.0003348781036376369
30.0,4.7,30.0,300.0,8.5,60.0,0.87998074,0.88014024,-0.00015949706863405133,2.6929905,2.6929383,5.224145813009784e-05,2.9985104,2.9980745,0.0004358607177734619
30.0,4.6,40.0,20.0,8.0,55.0,1.4373454,1.4371095,0.00023588555145259704,4.1340365,4.1344233,-0.0003867590148924904,0.9797519,0.9693279,0.010423984937286357
30.0,5.0,35.0,200.0,9.0,60.0,1.0570743,1.0572633,-0.00018899160461427478,3.3760705,3.3760595,1.0999420165802576e-05,2.4427128,2.4420633,0.0006494838134765146
30.0,4.9,40.0,30.0,8.5,55.0,1.3826374,1.3825736,6.37815536499442e-05,4.1457,4.1457515,-5.152212524439648e-05,1.1761975,1.170924,0.005273528839111252
30.0,4.8,40.0,290.0,9.0,60.0,1.8663198,1.8663142,5.575581359940074e-06,3.9386618,3.9386897,-2.788626403793515e-05,1.9100738,1.9129739,-0.0029001428283690345
3.0,3.1,35.0,140.0,4.5,55.0,0.63577175,0.6355606,0.00021115140380856268,0.08287501,0.08255747,0.00031754335144043577,0.40239334,0.40513402,-0.0027406789355468586
3.0,4.5,40.0,200.0,5.5,55.0,0.8885928,0.88777596,0.000816819636383026,0.12154317,0.12028408,0.0012590890216064438,0.5181845,0.5152499,0.0029345830513000104
30.0,4.4,40.0,20.0,9.0,60.0,1.626934,1.6270258,-9.174848632809152e-05,4.1901207,4.190719,-0.0005983029785152638,0.93543184,0.9351312,0.0003006380355834448
30.0,4.8,25.0,130.0,7.5,20.0,-0.4083799,-0.40877932,0.000399407623596193,2.3612955,2.3616946,-0.0003991383453367803,2.3944001,2.394555,-0.00015488021850584843
30.0,4.4,40.0,90.0,9.0,50.0,1.5359538,1.5363166,-0.0003628398529051946,4.0963497,4.0948668,0.0014829161865232976,1.0468309,1.0421559,0.004674992562866187
30.0,4.9,40.0,20.0,9.0,50.0,1.3344392,1.3345687,-0.00012954156036371067,4.1391,4.1411605,-0.0020604252319333938,1.1266868,1.1274633,-0.0007764885528565024
30.0,5.0,40.0,170.0,8.5,55.0,1.504528,1.5046353,-0.00010725434570302284,4.0317454,4.031842,-9.656619262710109e-05,1.5898514,1.5922093,-0.0023579206054686885
30.0,4.4,40.0,140.0,9.0,60.0,1.7886958,1.7884052,0.0002906122253418797,4.075257,4.075448,-0.00019117550659153437,1.2800102,1.2779884,0.0020218233886719617
30.0,4.0,40.0,250.00002,9.0,60.0,2.0467477,2.0468235,-7.581552124014124e-05,3.9553535,3.9551227,0.00023079845886231354,1.4057834,1.3998543,0.005929114840698135
30.0,4.5,35.0,250.00002,9.0,60.0,1.2853305,1.285521,-0.00019046601867667157,3.3227565,3.3223028,0.00045372885437000576,2.3225298,2.3203433,0.0021864927856443117
30.0,4.3,40.0,20.0,9.0,60.0,1.6556699,1.6558971,-0.00022717240295411223,4.187398,4.1877413,-0.0003433431518553576,0.8863205,0.88571453,0.00060594176361084
30.0,3.9,40.0,210.0,9.0,60.0,2.0186384,2.0185697,6.867242126462614e-05,3.988571,3.9887357,-0.00016477142639148568,1.2372873,1.2396502,-0.0023629170562744495
30.0,4.3,30.0,300.0,8.0,60.0,1.0000145,0.9999091,0.00010544353332520018,2.6486537,2.648776,-0.0001222543487546801,2.764133,2.7601593,0.003973676531982218
26.0,3.2,40.0,300.0,11.0,60.0,2.1979136,2.1979222,-8.553302001779173e-06,3.533321,3.533414,-9.30962219238829e-05,1.2440751,1.2389994,0.005075659890747097
28.0,1.6,40.0,300.0,7.5,60.0,2.453095,2.4532113,-0.00011634074096678049,3.365473,3.3653114,0.00016163199768071124,0.53894705,0.5417533,-0.002806254196929925
28.0,1.6,40.0,290.0,6.5,60.0,2.431602,2.4323,-0.0006979988098145817,3.3083265,3.3079963,0.0003301827728270368,0.45988965,0.44613755,0.013752100344848639
30.0,3.8,35.0,300.0,8.0,60.0,1.5418519,1.5417709,8.097816619878628e-05,3.1768682,3.1770139,-0.00014569969787592285,2.0594044,2.0595272,-0.0001228268310544678
27.0,2.7,40.0,300.0,10.0,60.0,2.3117685,2.3116648,0.00010373179931644216,3.551593,3.5520222,-0.00042913473815930914,1.0196799,1.0158184,0.003861503984069925
29.0,1.7,40.0,300.0,4.5,60.0,2.463018,2.4634855,-0.00046755947875976034,3.2711673,3.2704914,0.0006758782897948734,0.37604088,0.3752585,0.0007823759117126516
27.0,2.8,40.0,300.0,10.0,60.0,2.2953372,2.2954457,-0.00010849983520522244,3.5597875,3.5600083,-0.00022078817443826892,1.0524209,1.0499744,0.002446454568481471
29.0,3.2,40.0,300.0,4.0,55.0,2.1337152,2.1331534,0.0005617527404786493,3.4445014,3.4454052,-0.0009038000061036833,0.7609466,0.75962174,0.0013248318269347692
30.0,5.0,35.0,300.0,9.0,45.0,0.69234526,0.69288886,-0.0005435984262085469,3.3701675,3.367429,0.002738493820190424,2.4722595,2.4753492,-0.0030896785156251383
30.0,5.0,35.0,230.0,9.0,60.0,1.0977566,1.0976081,0.00014852422180178237,3.3472986,3.3472419,5.672213134744197e-05,2.5281587,2.5277777,0.00038096470336901334
30.0,4.7,40.0,60.0,9.0,45.0,1.3428785,1.3435912,-0.0007127391159058583,4.0977697,4.0969434,0.0008263372436525529,1.0843632,1.0795906,0.004772622122192427
29.0,4.4,40.0,140.0,6.0,25.0,1.0209312,1.0212978,-0.00036655610351554735,3.853548,3.8528862,0.0006618499267578848,0.78330624,0.78255105,0.0007551910354614
30.0,4.9,35.0,290.0,9.0,50.0,0.8876849,0.88663006,0.001054821687164309,3.3413289,3.3435252,-0.0021963406707765643,2.471461,2.4798422,-0.008381142337036351
30.0,4.7,40.0,70.0,9.0,45.0,1.3470525,1.3464878,0.0005646549484252805,4.0930457,4.0935445,-0.000498788482666157,1.1035286,1.1027827,0.0007459188125611416
30.0,4.7,40.0,50.0,8.5,60.0,1.5454199,1.544872,0.0005479314117431411,4.148303,4.1484804,-0.0001773680786136822,1.1530393,1.1541226,-0.00108326379547119
27.0,0.1,35.0,280.0,9.5,10.0,0.17590225,0.17610383,-0.00020158257110594602,2.7919512,2.7908468,0.0011043795043943483,0.18638301,0.18027046,0.006112548956909186
8.0,4.9,40.0,230.0,6.5,30.0,0.30876768,0.30816084,0.0006068363534545984,0.75665617,0.75586516,0.000791009891357386,0.5776772,0.57272744,0.004949750303802514
30.0,4.9,40.0,40.0,9.0,60.0,1.4968922,1.4970711,-0.00017888617858896616,4.1779966,4.179525,-0.0015283645629882159,1.2584492,1.2524781,0.005971096815490684
18.0,5.0,30.0,270.0,6.5,45.0,0.019955516,0.019647002,0.00030851386151123025,1.278832,1.2781214,0.000710558770751879,2.1967566,2.1984577,-0.001701098666381906
30.0,1.7,40.0,300.0,8.0,60.0,2.4895148,2.4892962,0.0002186277282714144,3.6109524,3.6105418,0.0004105773193359141,0.63716984,0.63787174,-0.0007019020483398641
29.0,2.1,40.0,300.0,4.5,60.0,2.427958,2.4287322,-0.0007741883728025201,3.3239508,3.3242052,-0.0002544324829103495,0.49342912,0.485523,0.00790612435531618
28.0,1.7,30.0,230.0,8.0,60.0,1.3172613,1.3178227,-0.0005613617660522596,2.346132,2.3451452,0.000986840023803559,1.5311573,1.5337411,-0.002583844827270587
28.0,1.7,40.0,300.0,8.0,60.0,2.4471703,2.4470947,7.555756835930794e-05,3.4139044,3.4141111,-0.00020667151794429017,0.60203326,0.6017106,0.0003226574844360508
27.0,1.5,40.0,300.0,10.0,60.0,2.4408214,2.4413211,-0.0004996907745362655,3.4214842,3.4204562,0.0010280319488527034,0.6699108,0.67416763,-0.00425684146392824
30.0,1.5,40.0,300.0,7.5,60.0,2.500405,2.5005102,-0.00010512683410635049,3.544735,3.5443876,0.0003473548339845145,0.54892904,0.55214286,-0.0032138243363952768
29.0,4.0,35.0,300.0,5.5,60.0,1.4646456,1.4651823,-0.000536675839233336,2.9135854,2.913032,0.0005534244232179297,1.9480053,1.942992,0.005013318641662545
30.0,5.0,40.0,300.0,8.0,60.0,1.8106787,1.8114283,-0.0007495795257568272,3.8595943,3.8600001,-0.0004057549072267186,1.9795485,1.9799999,-0.0004514457153319551
29.0,1.6,40.0,300.0,6.0,60.0,2.4725752,2.4722342,0.0003409876831055314,3.3599331,3.3609176,-0.0009844621063233028,0.45629615,0.45487905,0.0014170959159851004
30.0,5.0,40.0,300.0,7.5,60.0,1.8107607,1.8107141,4.663646545410849e-05,3.826592,3.825,0.0015919685363767755,1.9448111,1.9449999,-0.00018879427185058972
30.0,4.9,40.0,30.0,9.0,40.0,1.1979158,1.1983421,-0.00042630753479011574,4.08248,4.082254,0.00022595376586931337,1.0787733,1.0809904,-0.0022171398834227585
30.0,5.0,40.0,219.99998,9.0,50.0,1.4286392,1.4289753,-0.00033612649230962965,4.033548,4.0320296,0.0015182782653804239,1.682085,1.6818324,0.00025263723144530736
30.0,0.2,30.0,110.0,7.5,10.0,0.25347948,0.25396854,-0.0004890592565918173,2.2663696,2.2645845,0.0017850812225344015,0.4958248,0.49579665,2.816384277343209e-05
6.0,0.9,35.0,40.0,10.0,40.0,0.8687903,0.8692138,-0.0004234714973450071,0.6666155,0.6667713,-0.00015581385498042444,-0.117468834,-0.11418605,-0.0032827839233398465
20.0,4.0,25.0,150.0,10.0,60.0,0.5372126,0.5378829,-0.0006702897552490761,1.5213598,1.5209754,0.0003844012924194562,2.1212926,2.112156,0.009136591094970559
30.0,1.4,40.0,300.0,7.5,60.0,2.5050166,2.505225,-0.00020843467712383656,3.528397,3.5281236,0.0002734832824708988,0.5261701,0.52809036,-0.0019202850602721977
8.0,4.4,30.0,290.0,4.0,25.0,-0.4384868,-0.43895966,0.00047284550109860657,0.16224313,0.16199408,0.00024904782287596405,1.1817875,1.182005,-0.00021750915527340986
13.0,3.7,40.0,230.0,4.0,35.0,1.0052133,1.0051854,2.7860650634758954e-05,1.4558109,1.4553877,0.0004232045028687015,0.14885068,0.15217443,-0.0033237506024169916
9.0,3.7,30.0,80.0,6.0,60.0,0.26202714,0.26106197,0.0009651744320678945,0.45468903,0.45513642,-0.000447394121093736,1.0144892,1.0106654,0.00382377388916022
30.0,1.6,40.0,280.0,8.5,60.0,2.4670477,2.4670806,-3.29086547852242e-05,3.6505263,3.6506371,-0.00011081482849117918,0.59245056,0.5911094,0.001341159139251702
30.0,4.2,40.0,210.0,9.0,60.0,1.9395744,1.9394526,0.00012176084747306248,4.0019045,4.0017924,0.0001120876098630319,1.3850209,1.3800294,0.004991452088928261
28.0,1.9,40.0,190.0,8.0,55.0,2.135141,2.1359975,-0.0008566041564943561,3.5699358,3.5693603,0.0005754986450194899,0.2941885,0.29212087,0.002067629450683617
13.0,3.2,40.0,40.0,6.0,30.0,0.9842954,0.9840463,0.0002491277992248131,1.6157186,1.6159463,-0.0002276968658447842,-0.27478504,-0.26385838,-0.010926661809082028
8.0,4.5,40.0,160.0,6.5,30.0,0.46658272,0.46646988,0.00011283551132201808,0.8212004,0.8203851,0.0008152707885742405,0.29578567,0.29597178,-0.0001861144879150567
26.0,4.0,40.0,280.0,11.0,55.0,1.8190769,1.8189466,0.0001302957138060723,3.5921507,3.5923882,-0.00023751182861309061,1.4197582,1.4187734,0.000984800645446704
