metal_a_type,metal_a_concentration,metal_b_type,metal_molar_ratio_b_a,Model_Predicted_Adhesion,True_Adhesion,Adhesion_Error,Model_Predicted_Coverage,True_Coverage,Coverage_Error,Model_Predicted_Uniformity,True_Uniformity,Uniformity_Error
20.0,20.0,1.0,6.0,0.82817495,0.82822496,-5.00113076782327e-05,2.6450455,2.6447,0.00034551887512224155,1.7131714,1.7129499,0.00022146287689217559
19.0,20.0,8.0,9.0,0.87311125,0.8731427,-3.145198364262747e-05,2.1750627,2.1749923,7.03564025879011e-05,2.133973,2.1338625,0.00011038322448708726
19.0,50.0,6.0,6.0,0.50816363,0.5082981,-0.00013446903762814877,3.682321,3.6824396,-0.00011852837524406468,3.2693832,3.2694247,-4.1507937622142776e-05
20.0,40.0,18.0,8.0,0.47546813,0.47564998,-0.00018185108039853182,3.2468143,3.2468,1.4250946045013535e-05,3.9698179,3.9699252,-0.00010732318420414444
17.0,30.0,9.0,10.0,0.888958,0.88899034,-3.2362705078115006e-05,1.8770227,1.8769975,2.524322509755983e-05,2.3985438,2.3984375,0.00010633468627929688
19.0,50.0,13.0,7.0,0.44666266,0.4468165,-0.0001538355865478569,3.536076,3.5361068,-3.0731121826388375e-05,3.770801,3.7707982,2.867352294710912e-06
19.0,40.0,1.0,7.0,0.7741692,0.7741836,-1.4393380737276473e-05,3.0129902,3.0132265,-0.0002362637176513971,2.6255295,2.6255085,2.102766418454749e-05
20.0,40.0,5.0,4.0,0.5452738,0.54537493,-0.00010114917724612926,3.7068439,3.7067494,9.445299682608876e-05,2.5660696,2.5660002,6.94029663086404e-05
18.0,40.0,12.0,9.0,0.76855856,0.7685895,-3.093819808963616e-05,2.6188428,2.618853,-1.015980529794902e-05,3.177485,3.1774356,4.9389166259850015e-05
17.0,40.0,13.0,10.0,0.7846118,0.78464705,-3.522882537843053e-05,2.2673068,2.2672431,6.370465698246619e-05,3.2046325,3.2044823,0.00015022067565917396
18.0,20.0,7.0,10.0,0.9022409,0.9022619,-2.102761688227428e-05,1.7764909,1.776361,0.00012992674255363212,1.9957829,1.9956237,0.00015915217285167316
20.0,30.0,13.0,8.0,0.7500525,0.75014997,-9.745830795293564e-05,2.933528,2.9334247,0.00010324647216775062,2.996219,2.9960496,0.00016931975402822985
19.0,50.0,7.0,6.0,0.49363503,0.4938665,-0.00023147139930723704,3.6797805,3.6798935,-0.00011301675415031909,3.3056896,3.305619,7.057328796378215e-05
18.0,50.0,17.0,9.0,0.47116947,0.4712473,-7.782825927732384e-05,3.0019422,3.002083,-0.00014084225463850686,4.2020884,4.202113,-2.4643981933358816e-05
20.0,30.0,2.0,5.0,0.7606336,0.7606999,-6.631216278074614e-05,3.1354964,3.1356,-0.00010362205505387578,2.0761974,2.0762,-2.6142120361782872e-06
20.0,20.0,15.0,10.0,0.74930334,0.74937487,-7.152908813479186e-05,2.448836,2.4487503,8.578818054205684e-05,3.0101933,3.0099998,0.00019354793090808897
18.0,50.0,10.0,8.0,0.6061145,0.6061605,-4.599327850340895e-05,3.1947324,3.194774,-4.1572402953882204e-05,3.5292866,3.5292659,2.0723001098676974e-05
17.0,30.0,4.0,9.0,0.8626512,0.8626456,5.6289047241087076e-06,1.8986175,1.8986199,-2.393972778236275e-06,2.048048,2.0480351,1.2919409179801278e-05
19.0,50.0,2.0,6.0,0.5220429,0.5220244,1.8470521545355112e-05,3.6681309,3.6681237,7.174633788853413e-06,3.1806383,3.1806455,-7.186706542761101e-06
19.0,30.0,9.0,8.0,0.8344852,0.8345586,-7.342677459720726e-05,2.6049592,2.6048644,9.484949646010321e-05,2.5201492,2.5200744,7.483095703131326e-05
20.0,40.0,12.0,6.0,0.5491156,0.54929996,-0.00018436179824832255,3.5053923,3.50545,-5.768699646013786e-05,3.1683998,3.168375,2.4810791015461575e-05
16.0,30.0,7.0,10.0,0.8590304,0.8589084,0.00012202554855345049,1.6256367,1.6259009,-0.0002642031845092596,2.1299822,2.1302767,-0.0002944669525146715
18.0,50.0,19.0,9.0,0.35806283,0.35822108,-0.00015824645240786195,2.9460075,2.946099,-9.150984191874656e-05,4.4097366,4.409492,0.0002446333007810608
18.0,50.0,3.0,8.0,0.6654086,0.6654027,5.911297607408272e-06,3.2041895,3.2043436,-0.00015406104431159307,3.2639842,3.2640398,-5.559666137688879e-05
16.0,50.0,7.0,10.0,0.7477511,0.74755305,0.0001980667526244595,2.5539045,2.554414,-0.0005094666137694936,3.2910726,3.2914476,-0.00037499295959486645
19.0,40.0,8.0,7.0,0.7271651,0.72723746,-7.2357041320803e-05,3.093939,3.0939293,9.765933227434687e-06,2.860189,2.8601465,4.246102905280935e-05
20.0,20.0,11.0,9.0,0.8426077,0.8428749,-0.0002672230171203438,2.5192125,2.51885,0.00036248435974117754,2.523727,2.5233998,0.00032714015502932625
17.0,50.0,18.0,10.0,0.497927,0.4980088,-8.178994064328426e-05,2.6329846,2.6326516,0.0003330382141113475,4.258332,4.2580614,0.0002703756652833178
20.0,40.0,9.0,5.0,0.5494914,0.549675,-0.00018359451293947782,3.6155753,3.61565,-7.468643188479618e-05,2.8557138,2.8558002,-8.635570068360465e-05
17.0,40.0,8.0,9.0,0.8032214,0.8032273,-5.895447540260612e-06,2.35901,2.3590407,-3.07188446044826e-05,2.756624,2.756605,1.8983383178738933e-05
19.0,50.0,8.0,6.0,0.47488043,0.4750349,-0.0001544728778838933,3.674759,3.6748974,-0.00013848886718736964,3.3473866,3.347414,-2.74014129639788e-05
20.0,10.0,2.0,10.0,0.9090797,0.90919995,-0.00012027909393308445,1.8701911,1.8691,0.0010910972595215007,1.6621317,1.6611999,0.0009317671371460445
20.0,30.0,3.0,5.0,0.7531343,0.75319993,-6.561975448604596e-05,3.1583939,3.1584752,-8.134013671856621e-05,2.1039658,2.1039498,1.5959277343657874e-05
16.0,50.0,6.0,10.0,0.74920297,0.7491795,2.3466690063478346e-05,2.5561876,2.556523,-0.00033537030029284765,3.2528296,3.2529693,-0.00013974830322283083
18.0,40.0,2.0,8.0,0.7990354,0.7990421,-6.729650115944175e-06,2.6500418,2.650095,-5.318138122545335e-05,2.5885563,2.5885699,-1.3610327148416701e-05
17.0,40.0,14.0,10.0,0.7476877,0.74772733,-3.963258941652725e-05,2.257609,2.2575302,7.869053344711219e-05,3.2905393,3.2903917,0.0001475646789552698
20.0,10.0,8.0,10.0,0.83104634,0.8312,-0.0001536571502686046,2.1082535,2.1076,0.00065347900390611,2.0398116,2.0392,0.0006116111755369857
20.0,40.0,10.0,5.0,0.5148167,0.51499987,-0.0001831685877990985,3.6137245,3.6137502,-2.572986145032985e-05,2.9156392,2.915625,1.416206359872163e-05
18.0,40.0,17.0,10.0,0.6700389,0.6700777,-3.882108230590653e-05,2.4861825,2.4860713,0.0001111512481690724,3.7512145,3.751229,-1.4495758056565222e-05
18.0,30.0,13.0,10.0,0.8309707,0.8310316,-6.089544448850681e-05,2.1511474,2.1509993,0.0001480655700683009,2.8709083,2.8707159,0.00019236034545899727
18.0,50.0,2.0,8.0,0.65632087,0.6562658,5.50699226379292e-05,3.195762,3.195911,-0.00014908097839372303,3.2484586,3.2485502,-9.157611389154496e-05
18.0,20.0,8.0,10.0,0.88360643,0.8836237,-1.7266131591808787e-05,1.7985799,1.7985188,6.113125915518935e-05,2.0633862,2.0632882,9.800185852038013e-05
19.0,40.0,17.0,9.0,0.60482836,0.6048572,-2.8842303466780628e-05,2.8580172,2.8580687,-5.149380798341596e-05,3.8060558,3.8060455,1.0284225463674801e-05
19.0,30.0,5.0,7.0,0.82759637,0.8276454,-4.9033594512915e-05,2.6575804,2.657509,7.137567138659762e-05,2.2077436,2.2076848,5.884471435546601e-05
16.0,40.0,4.0,10.0,0.850733,0.8507847,-5.1717841339060655e-05,2.0148385,2.0150099,-0.0001714428924559641,2.5338516,2.5339756,-0.00012397646484396674
17.0,50.0,6.0,9.0,0.70868057,0.7086772,3.370125579826855e-06,2.8687944,2.8689408,-0.0001463587768553154,3.2984219,3.2984192,2.6597412108309015e-06
20.0,50.0,6.0,1.0,-0.005256653,-0.0049000774,-0.0003565754320312498,4.4861097,4.486201,-9.126641845735861e-05,2.8190305,2.8192,-0.0001694766998290298
19.0,40.0,18.0,9.0,0.54600334,0.54605067,-4.732832519527275e-05,2.840388,2.8408475,-0.0004594403839113248,3.914647,3.915165,-0.000517897644042975
20.0,40.0,6.0,4.0,0.52566874,0.5257499,-8.115972747801958e-05,3.7132015,3.7131,0.0001015228271485924,2.6021159,2.602025,9.086952209491628e-05
17.0,40.0,3.0,9.0,0.8246043,0.8245759,2.8372842407198284e-05,2.3172555,2.3173568,-0.00010130302124045087,2.5580103,2.5580587,-4.8360263061653086e-05
20.0,30.0,4.0,5.0,0.7412367,0.7412999,-6.321329345704285e-05,3.178814,3.1788998,-8.58656738280672e-05,2.137306,2.1373,5.974960326948775e-06
20.0,30.0,17.0,9.0,0.6455796,0.64559984,-2.0263507690465588e-05,2.8203626,2.820875,-0.0005124320983886932,3.5114064,3.51165,-0.00024357833862298506
20.0,50.0,18.0,6.0,0.10220486,0.10260001,-0.0003951507432556206,3.8386986,3.8385005,0.00019812556457532438,4.2534275,4.2534,2.7505493163992867e-05
20.0,20.0,6.0,7.0,0.8351858,0.83539987,-0.00021404417526249553,2.6648617,2.66475,0.00011167907714826342,1.9992793,1.9992249,5.4360635376005106e-05
20.0,20.0,12.0,9.0,0.80228895,0.8023499,-6.095051040644339e-05,2.533613,2.5335002,0.0001127665374753839,2.6143951,2.6142747,0.00012044160156232664
18.0,50.0,11.0,8.0,0.5800522,0.5800973,-4.5103020477332834e-05,3.1835349,3.1836069,-7.203938903810325e-05,3.5895743,3.5895555,1.88370056153353e-05
18.0,20.0,9.0,10.0,0.860576,0.8605856,-9.626012420604901e-06,1.8182405,1.8182267,1.3823338317786593e-05,2.136602,2.1365526,4.9324896240321436e-05
17.0,50.0,5.0,9.0,0.7093326,0.709322,1.0585334777823974e-05,2.8683133,2.8682292,8.411253051754386e-05,3.26592,3.2658353,8.462378234863621e-05
19.0,50.0,4.0,5.0,0.41475677,0.4149717,-0.0002149250976562489,3.7709525,3.771192,-0.00023953684997568558,3.09585,3.0960245,-0.0001745091552733946
16.0,50.0,4.0,10.0,0.7393336,0.73923206,0.00010156960815432825,2.5531197,2.553392,-0.00027234057617198104,3.1927526,3.192811,-5.8400283813320186e-05
20.0,10.0,3.0,9.0,0.8573798,0.8575499,-0.00017010587921140186,2.0591593,2.058325,0.000834278869628946,1.6536947,1.6529999,0.0006948488784790374
20.0,40.0,19.0,8.0,0.4089908,0.409025,-3.4199619293240335e-05,3.2275715,3.2275,7.148742675777697e-05,4.084198,4.08435,-0.000152001953124703
20.0,20.0,9.0,8.0,0.83098423,0.83102494,-4.070519012455698e-05,2.6056032,2.6055,0.00010321807861313204,2.2774575,2.27735,0.00010747566223123783
20.0,50.0,13.0,3.0,-0.025040925,-0.025350012,0.0003090874508972184,4.2067738,4.206425,0.0003487579345700098,3.4156525,3.4153001,0.00035241350402825944
17.0,30.0,10.0,10.0,0.866044,0.8660457,-1.7151100158985244e-06,1.8846842,1.8847094,-2.5194944763162752e-05,2.4690764,2.4690719,4.495034790163999e-06
20.0,30.0,1.0,5.0,0.7637147,0.7637999,-8.52288650512456e-05,3.1101472,3.110275,-0.00012776222229016199,2.054056,2.05405,5.92918395980746e-06
17.0,50.0,9.0,9.0,0.6803165,0.68034303,-2.652218368526249e-05,2.8561444,2.8563764,-0.00023197174682598742,3.429788,3.429772,1.6112640381038545e-05
20.0,50.0,19.0,6.0,0.034187973,0.034500062,-0.0003120894543762187,3.8082578,3.8084755,-0.00021768177795422616,4.357575,4.3579,-0.00032506027221668177
18.0,30.0,5.0,8.0,0.84421855,0.844279,-6.044788742065599e-05,2.2705102,2.270478,3.2196685790797375e-05,2.148456,2.1483579,9.819664916976834e-05
18.0,40.0,13.0,9.0,0.7326155,0.73265135,-3.587911376956576e-05,2.6119614,2.6119611,2.647460939364521e-07,3.2575269,3.2574499,7.697454223620781e-05
20.0,20.0,7.0,7.0,0.8117497,0.8117749,-2.5203268432583137e-05,2.6886015,2.68855,5.1493835449001324e-05,2.0593896,2.0592997,8.98912170410604e-05
16.0,40.0,3.0,10.0,0.8428408,0.842836,4.790748596161798e-06,2.002064,2.0021443,-8.03103607176503e-05,2.5052269,2.5051713,5.555050964334285e-05
19.0,50.0,14.0,7.0,0.4038604,0.40413487,-0.00027447981369016494,3.5178466,3.5179608,-0.00011421567993163961,3.8474398,3.8475928,-0.00015303406982436485
20.0,50.0,1.0,1.0,0.068428695,0.06934996,-0.0009212647981262229,4.4898705,4.4913254,-0.0014548517517090076,2.7507482,2.7517,-0.0009518424987793317
17.0,50.0,4.0,9.0,0.7055948,0.70556664,2.8138060913063256e-05,2.86492,2.8650675,-0.00014759910583483915,3.2388277,3.238851,-2.3294616699143234e-05
17.0,30.0,5.0,9.0,0.8591431,0.8591509,-7.821672821095582e-06,1.9170151,1.9170316,-1.6524316406307804e-05,2.0892663,2.0892692,-2.8997985839218643e-06
20.0,30.0,8.0,6.0,0.7415397,0.7415999,-6.0183279418923874e-05,3.1219897,3.122,-1.0272979736214438e-05,2.4219306,2.4218998,3.07515289308391e-05
20.0,50.0,15.0,4.0,0.0022877455,0.0019999146,0.000287830875769043,4.0778522,4.0773754,0.0004768491455076074,3.7018054,3.7015,0.00030535316467306117
16.0,40.0,8.0,10.0,0.83856213,0.8385795,-1.736907196048243e-05,2.0419333,2.0419734,-4.010188903791345e-05,2.705231,2.7051911,3.985130920414193e-05
18.0,40.0,14.0,9.0,0.69227517,0.6923132,-3.803348846431742e-05,2.6025329,2.6026192,-8.633638305655111e-05,3.3431227,3.343064,5.872071838375348e-05
17.0,40.0,2.0,9.0,0.8156511,0.8156457,5.418755340547143e-06,2.3016176,2.3016696,-5.197762451158994e-05,2.5351722,2.5351496,2.2624044799801624e-05
20.0,50.0,17.0,5.0,0.021712363,0.021949917,-0.0002375542337341302,3.94448,3.944725,-0.0002450576782226932,4.015487,4.0157,-0.00021280593872052833
19.0,20.0,1.0,8.0,0.8779953,0.87804925,-5.393778610229827e-05,2.0940003,2.0937502,0.00025013950805652385,1.7129911,1.7127637,0.00022741843109130855
20.0,40.0,7.0,4.0,0.5019853,0.5017249,0.00026041150817868175,3.7165287,3.717,-0.0004713459014893395,2.6432316,2.6436498,-0.00041816967468255584
16.0,50.0,8.0,10.0,0.74156415,0.7415268,3.7354624938923386e-05,2.5497415,2.5498552,-0.0001136934234620135,3.3355374,3.3355267,1.0733624267622588e-05
19.0,20.0,4.0,8.0,0.8702096,0.87022966,-2.0085300598160494e-05,2.193495,2.193437,5.8035171508930006e-05,1.8268049,1.8266732,0.0001316763275145405
18.0,30.0,10.0,9.0,0.83627415,0.8362921,-1.7952966308576457e-05,2.2322688,2.2322216,4.72102722168799e-05,2.5295262,2.5294762,5.0033673095750686e-05
19.0,50.0,1.0,6.0,0.51454645,0.514456,9.045395278928225e-05,3.658418,3.6584198,-1.859860229380672e-06,3.1725047,3.1724508,5.3863467407211374e-05
19.0,40.0,20.0,9.0,0.41526893,0.41523743,3.1497812576275486e-05,2.7988784,2.7990556,-0.00017716867980954731,4.149839,4.1502047,-0.0003657755920407624
19.0,40.0,9.0,7.0,0.7028954,0.7029309,-3.549709167482984e-05,3.0956402,3.0956583,-1.811750488300845e-05,2.9160993,2.9160666,3.270992126447325e-05
16.0,40.0,5.0,10.0,0.85432607,0.8543334,-7.330644989034241e-06,2.0252547,2.025426,-0.00017127359008783927,2.5683017,2.5683792,-7.752229614244044e-05
20.0,50.0,16.0,4.0,-0.057753205,-0.058000103,0.0002468977006225559,4.0548744,4.0516,0.003274420166015979,3.7886171,3.7863998,0.00221733409423841
19.0,50.0,9.0,6.0,0.45161748,0.45180333,-0.00018585067565918267,3.667464,3.6674511,1.2917868041917302e-05,3.3948255,3.3948085,1.695852661143249e-05
17.0,50.0,19.0,10.0,0.4425925,0.44271415,-0.00012164835968014875,2.6029758,2.603063,-8.715466308606423e-05,4.364834,4.3648453,-1.1468212890441976e-05
20.0,20.0,13.0,9.0,0.7572547,0.75742495,-0.0001702302658080912,2.5458052,2.5457,0.00010521583557121517,2.7108421,2.7107499,9.223256835921845e-05
19.0,40.0,13.0,8.0,0.678845,0.67889416,-4.917165390017075e-05,2.9902804,2.9902632,1.7189785766813515e-05,3.310742,3.3106563,8.560139770485975e-05
18.0,30.0,2.0,8.0,0.85177153,0.85181844,-4.6906510772659615e-05,2.2068346,2.2067795,5.505467224109495e-05,2.0424776,2.0423393,0.0001383077270507016
19.0,30.0,6.0,7.0,0.8128865,0.8129139,-2.742348327633426e-05,2.674277,2.6742132,6.386718444817419e-05,2.254004,2.2539296,7.440161743144103e-05
19.0,50.0,15.0,7.0,0.35681117,0.35705325,-0.00024208419036864104,3.497081,3.497365,-0.0002839586639402647,3.9298494,3.9299877,-0.00013831378478990075
18.0,40.0,8.0,8.0,0.76610595,0.7661133,-7.350121307370117e-06,2.7096808,2.7096922,-1.1404330444442223e-05,2.808281,2.8082566,2.4344824218758276e-05
17.0,30.0,3.0,9.0,0.86170185,0.86174035,-3.850387725834459e-05,1.8778774,1.877758,0.00011935462188716883,2.0123453,2.0124009,-5.55859741209197e-05
19.0,50.0,10.0,6.0,0.42400503,0.42417178,-0.0001667484143066389,3.6574214,3.657555,-0.00013364952087391302,3.447766,3.4478035,-3.743440246584129e-05
18.0,50.0,20.0,9.0,0.29500526,0.29510784,-0.00010257810195923867,2.9144795,2.914432,4.74940948484992e-05,4.521686,4.5215816,0.00010447711791972125
16.0,50.0,9.0,10.0,0.7311084,0.7311005,7.927047729450187e-06,2.5425231,2.5428457,-0.0003225543243408069,3.385124,3.3852057,-8.173187561055784e-05
19.0,20.0,12.0,10.0,0.8260293,0.8260559,-2.6599310302688473e-05,2.12977,2.1297479,2.214051208504486e-05,2.5418873,2.541852,3.528332519531219e-05
18.0,50.0,1.0,8.0,0.6428228,0.6427289,9.390206680293112e-05,3.184782,3.1850278,-0.000245771801757666,3.2385755,3.2386606,-8.514147338845035e-05
20.0,20.0,10.0,8.0,0.7966976,0.79674983,-5.2213422851554725e-05,2.6236084,2.6235,0.00010835075378423653,2.355725,2.355625,0.0001000499725343218
20.0,50.0,3.0,1.0,0.05211085,0.052849967,-0.000739116188995359,4.4956427,4.4966254,-0.000982737951660262,2.7611752,2.7619,-0.0007248443603513621
17.0,50.0,20.0,10.0,0.38314486,0.38301933,0.00012552549926758694,2.5707543,2.571025,-0.0002707103729249205,4.4765773,4.47723,-0.0006527180480953021
18.0,40.0,1.0,8.0,0.7891111,0.7891303,-1.9222214508007873e-05,2.6314797,2.6315868,-0.00010705985717773814,2.5715098,2.5715554,-4.5561895751777826e-05
17.0,50.0,10.0,9.0,0.66208804,0.66209817,-1.0133462829631235e-05,2.8472981,2.8472884,9.74529418940051e-06,3.4848557,3.4847562,9.945185546866853e-05
18.0,20.0,3.0,9.0,0.872864,0.8728355,2.8507949829115198e-05,1.7803872,1.7802505,0.00013666316223148733,1.713965,1.7138447,0.00012035832672108171
20.0,50.0,2.0,1.0,0.062470794,0.06329997,-0.0008291762759399385,4.4940705,4.4952,-0.0011294700622554998,2.75316,2.7540002,-0.000840200152588011
18.0,50.0,12.0,8.0,0.549559,0.5496342,-7.520284576412184e-05,3.1699038,3.16999,-8.624481201158218e-05,3.6554618,3.6554446,1.7188177490190526e-05
17.0,50.0,3.0,9.0,0.69746774,0.6974114,5.6344350433334967e-05,2.859252,2.8594556,-0.0002036239868163925,3.217407,3.2174666,-5.9611856078944925e-05
19.0,20.0,5.0,8.0,0.85880756,0.858823,-1.5436218261721812e-05,2.2218857,2.2217658,0.00011988115234373709,1.8760604,1.8758428,0.0002175666305541668
19.0,30.0,16.0,10.0,0.7537767,0.7538664,-8.96708930969714e-05,2.4250467,2.4247708,0.000275882357787971,3.3354876,3.3352084,0.0002792041412353896
19.0,50.0,3.0,5.0,0.41858208,0.41875333,-0.00017124820526120965,3.7676342,3.7679384,-0.00030424663391093176,3.0778553,3.0780294,-0.00017405141296400473
19.0,50.0,18.0,8.0,0.33397385,0.334098,-0.00012414521980286253,3.3516798,3.3515663,0.0001135019409179705,4.3482046,4.3481827,2.1912731933859675e-05
20.0,30.0,14.0,8.0,0.70182216,0.70189995,-7.778832550053849e-05,2.9341931,2.9339998,0.00019333430786128147,3.08979,3.0895998,0.00019030581970236327
20.0,20.0,2.0,6.0,0.823881,0.82405,-0.00016902952194208787,2.6795325,2.6792002,0.0003323279235840637,1.743953,1.7436249,0.00032808957824714824
16.0,40.0,9.0,10.0,0.8245107,0.8245281,-1.7406449890122744e-05,2.04256,2.042589,-2.8899444580066103e-05,2.7620432,2.7619953,4.79376861570735e-05
20.0,50.0,8.0,1.0,-0.06570858,-0.06540008,-0.0003084976329040534,4.4667344,4.467,-0.000265590667724247,2.8852432,2.8854,-0.00015682258605975719
17.0,50.0,12.0,9.0,0.6123726,0.6124087,-3.612280960085812e-05,2.8217566,2.821762,-5.398666381939421e-06,3.611651,3.6115248,0.00012614375610331408
17.0,40.0,9.0,9.0,0.7857515,0.7857575,-5.978412628171448e-06,2.3599925,2.3600278,-3.5295880127073076e-05,2.8131218,2.813114,7.795654296760546e-06
20.0,40.0,13.0,6.0,0.50389534,0.503975,-7.965764999384728e-05,3.4979067,3.49775,0.00015668487548836652,3.2465968,3.2464004,0.00019641320190411093
20.0,10.0,1.0,10.0,0.9066893,0.9068,-0.00011071376800542154,1.8219281,1.8207749,0.0011532435012817643,1.6187855,1.6178,0.0009855005264283179
20.0,30.0,5.0,5.0,0.72494745,0.7249999,-5.2447454834014806e-05,3.1968143,3.1968749,-6.060137023933265e-05,2.176282,2.17625,3.1929016113263486e-05
16.0,50.0,12.0,10.0,0.67343146,0.6734215,9.956089019769188e-06,2.507023,2.5071182,-9.510391540512586e-05,3.5679352,3.5678427,9.25283477783978e-05
18.0,40.0,9.0,8.0,0.7452036,0.74522513,-2.151576507569697e-05,2.711038,2.7110503,-1.218735961927564e-05,2.864481,2.8644712,9.7722900389563e-06
20.0,40.0,16.0,7.0,0.46852142,0.46864983,-0.00012841381271361252,3.3691716,3.369,0.0001716194152829864,3.6361346,3.635975,0.00015962448120099282
16.0,30.0,5.0,10.0,0.87221855,0.87226105,-4.2500748443585756e-05,1.5971494,1.5971694,-2.0027899169994257e-05,2.0303779,2.030419,-4.113516235371151e-05
18.0,40.0,19.0,10.0,0.5548288,0.5549014,-7.257738723753793e-05,2.4485815,2.4484372,0.0001442571380616542,3.9758043,3.9756582,0.0001461289184572223
20.0,20.0,3.0,6.0,0.81533164,0.815475,-0.00014336214065546748,2.711375,2.71125,0.00012499809265120732,1.7801012,1.7799,0.00020118007659908343
17.0,50.0,2.0,9.0,0.68489444,0.68485606,3.83825582885855e-05,2.851217,2.8513935,-0.00017646852111807831,3.2016754,3.2016826,-7.184960937323126e-06
16.0,40.0,2.0,10.0,0.83050156,0.8304874,1.4156396484388267e-05,1.9867435,1.9868283,-8.484983520506972e-05,2.4819953,2.481968,2.7344161987130633e-05
19.0,30.0,1.0,7.0,0.84252954,0.84257174,-4.22047064209119e-05,2.5662482,2.5661936,5.457848205558946e-05,2.078781,2.0787058,7.508951110857254e-05
20.0,40.0,3.0,3.0,0.47732612,0.47752494,-0.00019881509346009185,3.797473,3.7978,-0.0003270462036133459,2.4069133,2.4070497,-0.0001364195129394119
19.0,50.0,16.0,7.0,0.305253,0.30557165,-0.0003186509326934539,3.4741094,3.4743187,-0.00020928876037595856,4.0177217,4.017982,-0.00026034701538080185
16.0,50.0,5.0,10.0,0.7459071,0.7464057,-0.0004985721427916978,2.5555718,2.5561826,-0.0006108054901123872,3.2181482,3.22009,-0.0019417684936522406
20.0,10.0,2.0,9.0,0.86192715,0.86209995,-0.00017279832000727247,2.0148768,2.014,0.0008768424987795065,1.6061207,1.6054,0.0007207056045532845
19.0,40.0,10.0,7.0,0.67416966,0.6742244,-5.4740385436957695e-05,3.0949163,3.094937,-2.0656311034983332e-05,2.9776278,2.9775865,4.125421142564534e-05
20.0,50.0,12.0,2.0,-0.107272506,-0.107600056,0.0003275502398071284,4.3129706,4.3128,0.00017063827514629537,3.2171655,3.2168005,0.000364970123290842
20.0,10.0,9.0,10.0,0.8028598,0.8028,5.97831726074638e-05,2.138651,2.1387749,-0.00012400583496097184,2.1218379,2.1218,3.785438537606822e-05
20.0,30.0,9.0,6.0,0.7102611,0.71024996,1.1146491088909194e-05,3.131509,3.1317248,-0.00021573437194843947,2.4845984,2.48465,-5.160179138163912e-05
16.0,40.0,10.0,10.0,0.8060564,0.8060769,-2.0519728088363998e-05,2.040722,2.0407548,-3.2906689453326976e-05,2.8244405,2.8243992,4.127927856423241e-05
18.0,50.0,13.0,8.0,0.5147394,0.5147711,-3.1705812072790884e-05,3.1536236,3.1539228,-0.0002992190673829498,3.7268078,3.7269347,-0.00012686728210464793
17.0,20.0,4.0,10.0,0.866529,0.8665036,2.5387884521443915e-05,1.461537,1.4614644,7.260351715077107e-05,1.689092,1.6889838,0.00010824006195075953
19.0,50.0,5.0,5.0,0.4065863,0.40679014,-0.00020385059417726836,3.7718318,3.771996,-0.00016424913024915,3.1194327,3.1196194,-0.00018671224060051728
17.0,40.0,10.0,9.0,0.7638798,0.7638878,-8.023999023443196e-06,2.358534,2.3585646,-3.0502328490999986e-05,2.8752162,2.8752234,-7.154348754756512e-06
18.0,30.0,1.0,8.0,0.8454797,0.8455317,-5.197320861816124e-05,2.1807187,2.1806464,7.226035461416203e-05,2.0183353,2.0182,0.0001353424072263465
17.0,50.0,11.0,9.0,0.63929063,0.63945353,-0.00016289918258671765,2.8360279,2.83575,0.0002778606414794993,3.545483,3.5453405,0.00014261233520507233
20.0,50.0,9.0,1.0,-0.1024701,-0.10225006,-0.00022003992599486932,4.4535975,4.453725,-0.00012745437622108113,2.926853,2.9269,-4.7058486938311717e-05
20.0,30.0,11.0,7.0,0.7337371,0.73389995,-0.00016283890838619808,3.0343719,3.0343747,-2.8471252440098738e-06,2.7264347,2.7263498,8.490764160162811e-05
18.0,30.0,6.0,8.0,0.83295774,0.8329659,-8.155401611364965e-06,2.2868865,2.2868109,7.555362854017034e-05,2.1950336,2.1948974,0.00013615026245128448
19.0,40.0,14.0,8.0,0.63509405,0.63513756,-4.351340728758757e-05,2.981291,2.9812922,-1.1443206786587723e-06,3.3960576,3.3959756,8.2005743408331e-05
19.0,50.0,2.0,5.0,0.41797143,0.4181349,-0.00016346779098508346,3.7619145,3.7622342,-0.00031970834655759006,3.0654397,3.065635,-0.00019529891967762225
18.0,40.0,10.0,8.0,0.7199092,0.71993685,-2.7658868408164672e-05,2.7099528,2.709958,-5.168731689320083e-06,2.9263012,2.9262857,1.554092102029614e-05
19.0,50.0,20.0,7.0,0.05586797,0.055645347,0.00022262298977661354,3.3581161,3.3576343,0.00048184990234378944,4.42581,4.4259615,-0.00015163977050747235
16.0,50.0,3.0,10.0,0.7277503,0.7276584,9.190136108394587e-05,2.5478837,2.548151,-0.0002672509918211219,3.1710587,3.1711318,-7.314521484369507e-05
17.0,30.0,2.0,9.0,0.8564105,0.8564352,-2.4696612548780195e-05,1.8545089,1.854446,6.287680053707057e-05,1.982462,1.9823667,9.534853057857617e-05
20.0,10.0,2.0,8.0,0.81486744,0.81499994,-0.00013250311416623806,2.1594286,2.1589,0.00052859649658199,1.550214,1.5496,0.0006140522003172943
9.0,30.0,18.0,3.0,-0.47884864,-0.4787925,-5.613615036009767e-05,0.46038795,0.45713523,0.003252715175170895,1.6028336,1.6022128,0.0006208286544799879
16.0,10.0,7.0,8.0,0.5086663,0.508248,0.00041827693176266223,1.3192879,1.3193718,-8.390384368905934e-05,1.3212581,1.3208216,0.0004364680847168678
